Books,Clothing,Electronics,Home
3462,0,5485,0
0,0,6038,3979
5079,6934,6267,3296
4158,0,0,0
0,0,6074,0
2043,0,7918,11258
1134,3377,0,3078
343,5215,3323,308
4786,4117,0,15125
0,5499,5325,0
5844,5777,0,2719
0,4644,2837,0
1759,3779,7855,3874
2349,5389,6108,0
3204,0,0,0
1979,0,4427,5158
2771,7085,3283,10994
0,4888,0,4929
3331,2880,1281,4369
3206,1976,5305,0
622,5005,3394,4017
4271,0,4386,0
0,4617,1388,2992
0,0,4198,0
3035,0,4742,4903
4303,0,8568,7423
3372,6738,6345,4901
8428,1046,0,0
685,7904,0,0
3231,1652,18302,0
4928,0,1975,6688
3815,1551,5065,5249
7997,7899,2289,7081
6847,3017,0,2811
6747,2810,4284,4687
4764,7677,293,0
1589,1115,7790,0
3526,761,5160,1006
0,8366,0,3268
3204,0,6407,2781
0,1598,7962,0
733,0,4122,2436
1892,0,0,3726
6764,13303,1125,5986
0,8757,7275,884
0,5598,8258,1319
5737,9047,2935,0
0,5083,4725,4591
2801,8422,0,3579
2006,0,0,4470
6826,0,3778,0
2651,4119,7128,2934
0,2053,9253,0
6771,3260,9568,0
1501,4580,9455,0
1572,4655,3543,3021
6322,362,4201,4156
373,0,0,7471
3011,3752,7505,0
10347,7669,0,1687
3123,4514,495,3633
0,8011,6944,5190
4065,3084,4435,5841
5531,0,2964,6583
0,4311,0,4290
0,4491,1905,2377
2796,1573,4808,3647
1579,3675,8789,10344
4783,4991,5571,2916
0,2250,0,0
0,2119,8875,4097
2720,5899,1900,8150
0,8049,4338,491
0,3210,2667,1997
4825,0,2667,2228
977,479,2636,3083
4294,6797,1858,2786
6702,4053,1244,0
4171,12856,2251,0
0,9876,0,0
17322,1686,2111,452
0,0,3217,3803
0,0,1174,8672
0,2956,1071,0
1274,2078,4687,657
5383,714,0,4160
7282,0,3557,5025
4802,0,0,4985
10927,1879,3013,0
4999,888,745,4345
5861,0,5329,1878
0,8406,8816,1262
2509,0,0,0
0,2699,4252,456
11312,2758,8389,2162
1325,6252,4771,0
0,886,2879,4098
7318,8040,0,6629
5278,9743,4539,4328
607,3958,2055,417
3259,0,4765,4944
1559,4192,4187,0
3823,0,2066,13412
0,1116,3585,4460
0,7967,4284,3382
4542,8553,0,3194
1138,732,0,1041
435,7369,2446,467
1445,0,3745,0
5783,0,0,3697
4385,0,2903,0
7568,0,4025,0
0,10826,2115,10303
8841,1467,2484,12399
0,0,0,4969
6319,6706,2867,4250
4356,9453,1652,6882
1380,1894,2814,6176
0,2376,4906,2911
0,5001,7269,6439
0,11123,15100,12370
1999,0,7802,9049
7550,0,3791,3610
469,1594,0,1180
6280,0,1924,2706
0,8059,0,1687
2803,4387,5003,0
1299,0,2019,4681
0,8423,0,4703
1987,3046,0,4838
10137,22092,0,3749
2610,0,8207,0
5989,4524,0,3850
9585,0,4251,5317
2443,0,0,5730
0,0,5015,5048
0,4536,6417,4233
0,1387,0,1660
3734,4928,1689,5040
6272,7716,3083,572
2449,9315,4010,968
501,6618,11961,8315
3250,3945,7467,11589
0,3855,0,3204
2292,3913,0,0
0,6569,3041,4592
6259,8429,8430,0
3799,956,0,10386
9146,2129,3578,1177
0,4980,4537,0
3897,0,13833,873
0,910,1762,0
5790,0,4784,7124
0,2605,6218,3083
3770,11413,2673,0
5105,0,0,1866
0,3866,0,0
4839,6082,0,4117
3649,1435,6372,4745
5945,7931,0,3043
514,4758,2557,3609
12201,0,1195,0
0,2619,1888,2501
6082,3853,0,689
0,2377,0,4668
6995,10157,0,0
3432,0,4600,4382
5795,0,4090,3180
5344,4667,2084,0
9657,0,3387,0
0,5909,0,1963
865,12472,5012,7204
4400,2977,7882,1748
9999,4692,0,0
686,4345,1939,0
0,957,0,7345
5267,0,7743,0
0,6998,7538,1431
1867,0,4899,0
7882,3054,0,1449
4007,3208,5349,0
4948,2402,6780,5590
12506,0,0,2751
0,6577,0,2333
0,4201,0,1073
6342,3698,0,5665
1218,0,4623,0
4045,4348,0,5169
6648,5749,3241,3779
4384,0,8120,0
0,3058,0,11820
0,1829,0,0
389,13534,7394,5620
0,8444,4623,3467
5093,4459,8551,7982
0,0,0,4447
0,5228,4994,12608
1407,0,3372,0
0,0,754,8005
10792,7386,3010,1311
0,1171,0,3156
0,0,6045,0
3649,9752,5700,2925
0,0,3653,0
4203,3557,7431,0
6538,0,11724,2925
1375,0,11263,7847
1940,0,0,997
9433,11215,0,1254
4883,0,0,3011
1171,9074,0,0
0,2719,3072,5438
2375,0,9055,4218
0,3197,0,3072
12341,5016,4008,7211
4840,2195,0,4169
0,7261,1449,3626
0,0,0,11387
0,4917,12110,1151
7453,1992,2594,728
9304,7423,6171,1606
7087,0,0,4542
3408,2312,4256,1181
1504,3246,4549,0
6061,6226,652,0
0,3854,5498,9142
0,0,7083,3294
5136,6437,4359,6486
4162,8487,5013,4344
0,7589,6556,4026
11032,11647,14936,8952
7910,3775,3474,0
2791,747,1473,11928
0,3461,0,13963
4346,2097,0,898
0,0,4572,4699
0,6249,8148,5872
420,0,3772,0
0,6341,3931,417
0,0,0,6954
0,5976,0,0
12173,2181,3184,0
2103,6626,1417,6070
11107,3670,2486,4723
2509,1702,2514,0
713,0,0,4091
0,1709,584,0
4458,7780,5678,0
0,3622,3543,4092
5489,4012,0,4693
0,0,4714,0
1192,2677,8758,6126
1176,0,10460,638
6963,9837,4771,2644
4031,9737,9791,9251
4818,4885,3482,6511
3178,10074,5232,0
3345,4273,0,0
10333,5028,2669,11063
5714,11688,7756,0
2957,7602,0,5940
2276,6347,3889,0
2026,2371,5890,6047
4693,5413,5732,11147
1404,0,10857,3890
0,6109,0,539
3492,5419,0,0
2959,328,9122,4820
5269,4861,2782,2899
0,7398,0,0
0,0,1603,1546
0,4477,1476,4342
9499,1547,0,1295
8038,7455,1700,0
2548,269,5042,5180
2337,4166,10301,0
0,9755,0,1331
0,3859,8566,0
0,8226,273,1253
1044,4662,821,5295
7342,4958,3350,4630
5816,0,5616,7135
0,1137,5242,0
2923,4324,0,0
0,1695,2169,3444
4218,3776,0,4060
0,0,0,2784
0,7580,0,6056
4601,0,1232,0
3307,4237,2333,0
0,0,0,6447
1773,0,2651,3440
0,0,0,5090
4358,17834,8048,1613
4608,6733,1675,6478
0,2885,4154,4589
374,4536,4637,3704
1286,0,1418,967
0,0,9433,4689
7658,3309,5208,0
2343,1252,4418,4976
0,7769,10801,3986
1574,2487,7938,233
6531,6111,760,0
0,0,1271,3261
0,1858,0,1319
2411,4720,5016,0
1857,2901,4636,4814
4596,0,0,0
10143,8200,532,4845
2380,0,4078,4411
994,3178,859,1153
0,7323,5848,5852
5278,4731,0,1285
0,8121,6030,3112
0,1259,3521,2918
4930,5283,0,4365
4472,0,7563,9347
0,0,0,1099
4317,0,5254,0
3183,1697,2929,0
4406,0,3889,0
2674,13347,4785,1926
8317,3100,8176,10504
0,13048,0,5909
3410,0,2047,0
1216,1751,15482,2482
0,2001,6203,5832
0,7737,4727,5144
3865,2819,0,2243
5013,0,0,4155
5323,1982,4114,0
1657,4000,833,9228
6298,1578,8899,0
0,1258,10121,2209
0,0,7896,0
3391,3168,0,1032
4528,0,4770,5833
1611,0,2340,7190
0,1999,5106,0
4394,4854,5178,4112
7361,1382,4484,0
1248,1496,3011,0
1803,1637,912,6259
7520,6508,6737,2459
3992,0,0,6010
11374,4189,2179,1048
7813,2488,1421,6058
0,4152,0,0
16181,0,2726,2322
0,0,2600,5291
0,3619,8046,2307
0,0,8884,1986
0,3000,8484,453
1539,679,1556,4289
0,6224,4867,3569
1036,0,10470,4439
0,0,3049,3147
3305,0,0,0
3143,673,2679,0
1850,12755,7163,0
6888,7934,0,6800
5138,3903,4913,2296
1905,0,3318,0
2015,3439,0,1124
1275,1425,0,2959
1798,4067,1931,0
5845,0,3529,648
4970,4064,4874,527
3615,5814,3012,0
4228,3258,5413,4163
7607,0,2029,3911
0,1194,0,0
2734,9907,0,748
0,4925,0,1151
0,3746,9761,7917
0,7876,8816,2160
4289,0,1334,0
397,3427,3405,10411
0,3240,4721,7633
0,13804,0,3823
3139,7427,1530,523
2280,1274,0,0
5371,2167,515,793
11392,0,4818,0
4079,8756,2246,313
0,11930,1465,3237
0,8140,8716,2422
3432,2092,9540,5456
0,5334,8803,6309
2818,7774,178,0
3364,6831,0,0
4580,0,6618,4568
8937,2872,1443,0
0,2650,0,6145
8276,0,10814,0
0,0,0,1222
1278,0,8888,5302
0,2032,3267,4560
0,2691,207,10689
3386,0,2338,0
0,2051,0,7589
2989,6591,2617,0
0,4104,4046,7026
0,0,6173,4844
9372,0,0,0
5733,0,0,0
0,1434,1607,1551
4024,1687,10448,0
0,0,0,8139
0,1246,6918,3157
0,5257,3677,0
0,1372,0,7237
2983,0,9433,10844
0,1768,0,0
0,8642,2848,0
0,4786,0,2463
1582,4102,7706,10700
3519,2910,10373,3324
0,0,12619,5017
9077,2628,3771,4120
7930,5563,3128,2761
4953,1121,1233,3287
0,1100,3985,5798
5348,0,3338,6486
0,5629,0,2014
4331,0,4744,4128
8603,835,7681,2280
3716,11214,2964,0
0,0,0,1576
565,2133,4766,1199
4255,3168,6431,4066
1402,7248,5754,0
8028,5048,0,4995
0,6760,0,0
6652,0,4060,2205
1441,5158,395,0
4341,7122,5758,3711
3212,3474,7929,0
920,0,4515,0
4780,738,1112,0
0,9468,0,6653
11459,1314,811,313
9872,2481,0,0
5285,4793,8277,0
3029,4028,6344,18477
595,0,4684,8016
1213,4287,0,6939
2466,0,0,1219
272,4254,0,1537
13280,9359,7798,676
5158,0,3709,0
11074,4112,4869,7935
2470,8603,5799,3344
5678,0,3099,8384
0,8546,699,2102
4907,8708,0,0
0,0,0,4508
0,1661,2628,3640
921,11180,3941,0
1779,0,888,3850
1017,7071,1444,705
0,0,4498,0
647,4109,6482,0
0,8422,0,2021
9031,722,4117,5114
13745,2300,11277,0
0,5051,4397,3903
4970,12628,5550,9445
1999,2857,6195,2456
4423,0,0,3898
0,0,3814,6058
3569,1456,0,0
13382,3306,0,4495
0,4351,0,360
4172,4375,17554,4371
0,0,1853,4462
1025,2893,10098,5571
539,1746,6378,2290
14741,5834,1679,4001
8587,4364,0,0
0,6194,0,0
0,0,3693,0
2670,2218,0,6991
0,3170,0,0
5030,0,770,0
3693,6355,7474,0
7161,0,4408,2936
6734,2853,0,1540
2662,0,0,4979
0,6792,11343,2440
12695,17435,610,5575
7014,441,0,1364
0,5391,2719,9819
0,7652,4225,0
2599,6036,6723,6451
2178,2877,0,5929
0,4125,2535,0
8378,0,12078,1119
8320,509,0,5107
0,3409,4438,5171
13712,4776,3327,9346
4933,4901,2816,3614
1411,3904,0,6075
4140,1387,9641,0
5138,4815,908,0
4841,4706,0,13158
3276,6203,5664,4541
4624,0,0,0
10547,0,4138,2609
5139,0,1256,0
0,0,14795,0
3059,862,3375,5204
3767,7261,1599,3504
9258,0,0,4056
0,253,1292,0
11109,2148,0,3249
2152,6264,5960,5124
2069,3224,0,0
1874,2190,0,3993
14354,0,1582,5310
4337,4956,4054,0
0,3212,7529,0
2904,3951,10045,3233
1961,7185,0,0
5965,0,1189,0
0,0,2553,1352
6250,1120,0,6847
5449,260,5415,3534
6671,0,2240,494
3892,2995,430,8048
4291,4709,0,6105
0,0,6040,0
11939,0,5139,7630
3697,0,0,1502
0,7667,2739,0
1735,3440,0,3459
609,12025,843,0
7011,4944,4239,0
3809,0,4425,9616
4846,2781,3667,4408
2205,3833,3837,7687
0,6135,4086,0
3876,1518,0,11924
12446,14061,0,4713
2746,5367,0,7630
1346,2358,3226,4173
3936,0,0,990
3952,0,3320,2037
3175,1398,5050,2901
6947,1794,752,8177
2770,737,0,4029
9137,0,2845,0
653,5197,0,0
317,8401,3090,0
7448,0,2090,0
0,523,1408,0
0,0,0,5154
12903,5187,6706,0
7904,0,8393,0
9442,1853,0,4954
3926,0,0,10037
6216,8941,374,4404
0,9573,7801,530
0,5998,9087,4620
519,1366,0,12912
0,4588,4623,4999
0,4716,0,6691
5443,0,0,0
2342,1878,2322,5425
5054,0,13158,5256
0,6581,1371,0
2946,6135,474,1235
0,0,3080,4721
0,8317,5440,4931
0,0,1221,0
778,0,13336,12673
2649,4654,0,4332
7861,11849,1257,3214
0,2334,0,413
2243,4380,4123,0
0,2567,5467,2298
2463,1118,6191,2657
6857,5111,2781,6760
0,2770,3113,0
4518,6184,3956,2779
1970,9710,394,457
8763,1016,772,0
0,2664,6162,1660
287,0,2049,0
3664,8823,1226,11810
0,6263,4499,3535
692,2964,4344,0
0,517,6064,0
6306,0,5068,0
4398,0,6657,0
3287,0,0,4636
4523,694,0,2910
4437,400,0,7634
3773,0,0,0
0,4459,4675,0
0,1144,16003,4430
2932,4811,3474,7340
4476,860,5726,0
4807,544,2994,0
4978,4386,3092,0
0,852,0,9040
8257,4595,4861,1361
5020,6334,4151,0
0,0,2379,0
2966,0,1779,2047
1905,4494,4900,4540
4994,0,3579,8667
650,7660,8147,0
0,3992,1017,0
1526,5171,1650,11087
3685,8456,2532,6017
5925,4118,3434,3304
1786,3822,0,4074
3509,8397,0,15910
5642,12613,249,0
2451,5609,0,0
0,6930,1794,3696
0,2849,3189,1762
2926,2944,0,3794
6455,0,275,3366
2604,4730,0,7271
4265,3608,2802,8976
6228,5529,0,4116
0,4911,3552,2367
3415,7248,0,0
5341,1562,0,0
0,0,3004,6696
2244,4654,0,1750
0,1369,3600,11214
3618,0,1384,4374
2207,421,12720,3231
0,6975,3547,0
0,2289,3440,4503
4052,0,0,0
0,2907,2263,10158
1594,4027,4958,3426
0,0,315,0
9322,9202,4072,3172
0,2261,11438,1442
0,6403,0,0
2680,0,8045,3709
0,5138,2005,4082
0,3804,2768,0
0,0,0,2076
4876,5136,4930,1436
0,7605,2916,6662
0,0,0,3073
0,9936,2344,5047
4604,3968,13596,0
397,10512,2159,13503
2450,11093,899,6316
360,1209,4545,2922
0,4957,0,0
1484,3825,2710,4767
0,0,5970,2725
12348,6977,9122,9957
2269,653,3779,4697
383,4101,3214,3925
0,0,0,3062
1408,0,0,11750
6894,1595,6984,6266
4739,2622,683,0
11775,3484,0,8747
3038,5109,1603,0
3726,0,6437,0
6463,0,9683,3867
11803,13911,0,0
0,0,10147,3657
3659,1492,1811,933
0,4675,8588,2738
1725,9198,2105,0
7670,3231,0,11127
5098,0,0,6078
5189,1623,0,7121
3519,3911,1086,2659
8407,0,0,7902
3049,5046,0,1680
2705,9346,0,4217
4261,0,3671,4830
0,2315,1413,6318
0,0,1922,3350
3222,3745,2005,0
2232,8515,0,5421
4506,0,0,3266
0,0,7637,1274
5233,2561,3179,1268
11394,3736,7634,6194
6759,3427,7481,0
3964,0,0,3398
2099,5229,0,0
3868,7744,3194,0
3205,4482,3875,5604
4757,0,2978,8576
381,11637,4308,0
10098,0,1355,4499
7100,9210,4357,17660
4384,0,3811,0
7709,0,0,3865
0,2686,8812,4350
4599,9208,0,2723
0,2357,871,0
5081,7520,3261,0
3462,0,0,4953
970,0,213,0
5332,3700,4412,4992
2098,633,1585,6317
2805,0,0,7511
623,2134,0,0
0,8348,6063,12340
0,2020,0,0
2003,0,7175,1928
7151,887,0,2557
0,7422,4112,4615
2294,0,3775,2210
0,9756,0,20596
3047,5311,11994,6984
0,2298,9105,0
0,4753,0,8360
4854,4123,8057,0
6643,0,5980,0
0,4984,4117,1775
0,0,0,2626
3133,4186,0,0
0,3620,0,6125
4718,3888,0,0
5020,0,0,5869
5162,6941,5623,2067
2169,0,4302,1990
0,0,4166,0
9287,5195,0,0
4201,4114,11215,1517
0,968,8673,0
0,4533,3106,109
7239,2393,2856,0
3685,1356,4936,715
2920,3270,804,9144
3992,8697,6409,0
0,6809,3350,4220
7330,6174,3657,790
1885,0,0,2589
5015,2790,1947,0
11270,0,1539,2853
6034,0,0,5130
5044,0,4292,1360
6574,1727,12623,876
0,7025,559,9170
7371,0,4852,4685
4687,2485,3893,0
3493,4158,3231,3077
9001,4475,1833,4956
2341,0,824,0
0,5829,794,0
0,5043,3200,0
867,0,3808,16717
6865,4506,0,353
1607,0,7149,6132
4601,0,4923,4033
2910,3907,0,0
0,8937,10206,2413
3198,0,2971,2444
6173,17118,1631,4293
0,5000,0,1904
0,0,3392,0
0,0,7161,4581
0,3424,4264,353
5072,0,5240,3743
2548,0,4282,0
4475,4913,4931,7604
0,5706,2568,6876
331,2515,14763,0
0,2331,12048,4961
4296,4178,6501,8185
2057,2574,6839,4844
1399,0,9266,3784
11429,0,3816,0
0,7270,9146,4071
0,13981,1657,10704
2684,8324,3304,7775
6581,4354,0,4225
3121,4213,0,7573
2425,829,2217,5747
3219,4751,0,11680
8488,6647,4030,10664
4575,6785,0,2509
0,0,2355,2153
11233,1394,4858,0
0,0,12833,2586
0,1077,2359,12888
3420,0,8537,4222
4920,3501,0,3535
0,0,0,5233
0,2670,11718,1189
10561,9841,7018,4917
2482,0,2002,4091
4791,4461,1265,0
0,11310,11109,1767
0,0,1834,8569
0,1271,0,0
8980,4437,0,0
0,7133,0,5810
3996,1016,2307,5057
8171,4737,3315,0
6357,0,3156,11172
0,332,1375,3916
3989,11856,0,0
2383,3545,0,0
0,2582,7440,6536
0,5002,0,5821
4729,2463,3872,6008
1554,3832,1559,11379
8061,1121,4358,5062
1505,4518,3162,2203
9331,0,302,2305
3107,0,3116,974
8010,4336,7477,0
3227,0,6638,4329
2554,8464,3592,4980
250,2864,4457,1859
6640,4913,0,2028
14724,3543,1200,4202
0,0,0,762
0,4615,4787,0
4575,1334,2398,2370
10987,0,3168,7582
6883,0,0,4335
5914,0,17826,0
3223,0,0,2776
2208,5550,10267,5549
6810,0,1043,0
8544,3565,8790,928
0,0,0,3481
1610,332,3329,9495
438,0,5824,2655
4086,8976,0,0
9605,4406,4650,0
3694,4191,4405,0
14008,11551,12262,378
841,0,1224,2151
6730,0,0,2434
1633,5000,0,3475
3614,3268,9610,3986
5195,0,1583,0
0,1511,2588,6619
4373,3551,860,4261
0,3189,2695,11659
0,4856,1831,0
2734,0,6190,13555
2915,1696,0,569
0,3806,1305,2397
0,0,6717,4984
2028,0,0,1961
6430,0,13079,10840
8725,8941,2100,4235
1825,596,5041,0
2584,1829,0,0
4200,0,0,4643
4740,4139,3563,14033
9530,0,899,1157
3564,1754,904,5023
1309,8470,0,0
4491,7280,738,0
3527,5188,0,6630
0,0,4033,1320
1787,3717,8132,3701
6426,3019,5472,7156
4329,9306,8593,7407
0,4568,0,2230
3317,0,12050,3048
9188,4903,0,7818
11706,6137,1523,0
0,5236,0,5246
0,4623,0,5349
8072,806,1144,4280
8552,2365,0,300
6286,4654,0,0
2983,4878,1078,0
4452,2595,0,733
7369,0,3550,472
0,1601,6445,4771
2058,7412,1434,2389
3684,3403,0,0
8020,4216,0,0
8469,1442,3967,4197
10375,5591,0,4543
301,4221,6688,0
0,0,522,2680
9056,8532,893,1379
4842,0,964,8700
4320,0,0,0
10592,0,7867,5824
0,0,1771,8138
0,0,4115,5015
10579,1021,5087,3732
9185,2834,7243,3821
5051,0,3363,4672
3245,3247,875,0
2423,5872,4744,3117
1601,2005,0,5532
4969,8867,0,0
395,0,3107,0
4509,935,3752,0
19618,9358,3769,7441
4204,6924,1680,0
5174,0,2761,4223
1627,0,1087,8919
2209,6969,4264,868
1307,5773,0,0
4897,1933,4213,2592
5825,5007,3893,0
1236,6022,4635,7245
3365,6126,5221,3155
2269,21941,1763,9389
4808,0,11134,279
2167,4877,0,2376
3637,11817,0,0
7003,0,0,2466
7674,7311,5151,0
1759,1102,7036,1738
8065,0,7358,3803
1987,0,0,12824
4653,5632,3807,6944
0,0,4693,2982
0,947,7432,7110
2385,0,3463,2311
752,11613,6173,6270
424,3987,0,9542
3482,1293,17002,736
2162,799,12376,0
6003,0,0,3550
0,0,1799,0
4530,0,6154,0
4891,6804,9384,999
5040,8952,3724,8895
7159,666,537,353
9251,1719,0,3183
436,0,6447,6379
12978,4316,5187,0
2804,2475,0,7303
6069,0,2173,0
0,699,8553,10633
0,0,3346,13287
0,1519,0,0
0,9412,7116,0
11125,0,534,3017
3845,0,3175,1924
0,10790,9638,1766
0,3036,2311,3724
5326,5078,3045,4924
6427,2844,7217,9118
0,0,0,6911
4713,0,0,5130
4463,9982,3516,6680
0,0,7505,3304
2503,8474,5618,2290
5291,1883,870,3169
10077,0,5832,3733
3863,5967,0,5369
4614,4812,4849,6488
0,0,0,4640
13797,8669,2019,4943
9073,2915,5019,3016
2544,0,6996,4133
12099,0,5081,1439
0,610,0,0
0,142,11928,0
468,4479,4573,2231
6508,3973,1365,8750
4409,3899,1137,6510
6804,4678,3037,12721
3742,1693,0,4651
2538,0,1505,467
0,0,7981,10937
6948,0,5914,1619
0,1770,9519,3048
2641,2165,4309,5829
3469,0,0,0
5406,1717,2851,4106
0,5005,0,0
17767,0,4384,7057
0,0,0,236
8156,2495,9683,3359
8605,3646,0,3005
6673,5243,6960,6326
0,4467,0,3440
3826,0,7333,7236
2202,0,0,8553
0,0,1246,2433
4034,4937,8686,0
0,0,10247,4523
0,737,0,8845
4917,0,0,4777
3492,5245,0,3116
0,4939,0,0
0,6400,5871,4755
3960,0,4241,4568
403,1775,0,10483
2242,0,6175,0
0,4364,7462,3920
852,4427,0,9734
6176,4858,5174,4350
1969,5716,0,4555
3706,5144,0,0
0,3639,5114,916
3569,4889,0,3211
8405,0,0,0
14485,6012,1034,0
8359,1170,4843,7753
0,9376,0,6179
0,2684,6780,0
2019,9175,3164,0
349,0,3548,1091
0,13403,7941,0
0,0,3992,9647
0,4916,5617,4530
4187,1120,8689,11169
4321,5493,8231,4669
5090,4007,632,0
0,5104,3354,5038
3348,5347,12855,6635
1953,0,0,4932
2483,0,3661,703
6108,1163,7115,2988
2379,0,3092,3841
5219,0,0,0
3132,13096,1999,0
2789,4721,6873,674
1009,5021,5754,3471
0,5083,0,5073
11399,281,1390,0
2360,0,0,812
376,22713,3465,0
0,5889,0,0
0,0,4047,0
0,9921,4556,3343
2508,0,2913,1549
6757,1618,9239,2621
1666,0,8427,11024
2107,9727,0,10853
4147,0,0,1403
5352,6908,4881,4591
7264,12091,0,6319
4410,4335,4098,0
1539,0,0,5321
669,3432,683,0
7834,2308,0,7996
7318,4948,1235,0
0,0,3821,3702
1439,0,6793,2096
0,2121,7892,7447
3434,11760,8841,0
0,2811,10209,8965
3464,5848,3758,7486
0,5511,4698,0
0,10831,15300,511
3804,1568,2708,8589
3070,0,10857,7090
1091,0,8646,8290
0,2524,3867,8774
0,4074,3649,11385
6537,7508,0,2956
8013,0,0,2664
1198,0,880,0
0,6652,3364,0
5234,1703,6728,8361
2687,5625,4779,2257
0,3494,9430,0
4215,701,2962,773
3338,5192,3980,3039
4146,0,4271,664
2955,2787,4089,0
7218,0,14501,2447
0,2440,0,2276
0,7148,8372,6665
4133,0,2931,5027
3878,5091,0,725
9074,4534,0,0
4486,0,1931,0
6628,3349,1560,2761
7825,6538,0,7603
0,2926,0,0
3247,10213,0,0
3278,683,0,3073
4024,0,0,0
5143,2262,6990,3175
0,0,3013,7368
3345,237,875,7787
0,14945,1398,9518
9382,5198,1409,0
3831,5382,3752,4801
2761,1063,2823,2033
3528,11642,4394,0
4806,0,0,1018
6928,296,0,8536
0,5436,4298,6850
5135,3637,0,8986
8071,6572,0,4274
3304,0,9450,5425
3256,0,0,4331
0,0,1396,1092
4123,0,9006,0
3003,7592,5023,3381
3237,3151,0,10124
2469,0,1162,4275
8418,0,5107,8597
7058,3772,0,9029
3048,3846,2624,0
5692,0,4382,3187
0,7612,0,4502
2533,4289,4490,205
4499,9296,2350,1058
0,5500,5531,5376
10078,0,7896,0
0,0,1960,1077
1511,0,3839,3757
5112,3442,13359,4929
4229,0,2924,432
4780,757,5696,8906
9284,11634,2355,3795
7439,0,12436,4142
0,0,5092,0
3491,4889,4264,0
0,3249,7337,4893
2354,0,1893,4727
10472,0,6269,1198
0,0,0,5969
7193,4782,5720,4854
0,6048,10898,0
0,7979,0,0
3433,4078,8155,1457
3646,7825,7983,4824
10771,4167,0,5384
4960,643,0,9189
0,0,5584,11408
4202,2494,5245,0
5663,5087,1487,2655
1863,2861,5927,5792
5665,1781,5255,11628
13034,1929,0,4297
8036,2365,0,2087
4480,1606,1406,4365
5055,4205,3512,3545
3151,856,2386,0
7380,2553,14845,0
1580,11212,4497,3257
9699,999,0,0
0,3410,7353,8844
661,11856,629,13639
0,2701,5715,0
9098,0,5146,0
5224,4801,379,2872
1324,1881,2583,2242
1215,7074,1909,3653
0,3372,356,3436
0,4289,4903,5614
1793,7789,6680,4082
0,8775,7265,9255
561,0,450,4327
4171,3844,706,0
0,8897,1324,831
3515,6102,8014,353
0,5247,3013,9716
15169,5098,0,159
2529,1423,4451,0
0,2498,6162,3004
6206,0,0,2928
3740,3059,6475,11525
0,5344,4027,15539
4596,8220,0,6008
618,0,3359,3244
650,0,397,4295
0,0,0,973
5028,9969,3889,10417
0,3552,3047,0
6661,3446,9400,12281
0,3317,0,8898
0,0,6731,2026
5285,0,3269,4642
4143,11418,0,4443
5584,2129,1408,3637
18317,0,3571,1483
4024,6025,3138,6296
1545,11922,1239,0
4727,1096,6311,0
4937,5183,0,4693
3330,5088,0,5127
2877,5858,0,7070
4955,468,0,5569
4294,2007,8394,0
0,1145,10885,2341
2357,6339,0,2421
6563,4366,0,7432
10013,0,11807,8143
0,2646,6954,1531
5430,5685,5177,0
0,0,4378,9836
8250,0,3073,0
0,0,0,3664
5549,3505,14520,4875
1271,1507,4242,8749
11840,6946,0,18540
0,4405,7059,0
0,0,4619,0
4874,4644,3609,0
0,0,1793,0
6608,4169,0,3814
0,0,4840,9724
5063,9745,0,0
10460,0,4890,0
7555,0,1532,0
4210,5115,3647,1661
8886,4766,0,807
0,895,3612,4702
0,0,7589,8041
8344,4013,4493,0
0,3993,7096,9447
2901,5970,5093,3589
0,0,2571,9957
1797,4658,0,5986
0,2076,5758,2617
6292,3145,0,3538
0,1104,1704,4875
4810,2256,3910,10631
11247,9412,2264,0
1826,4295,6526,4795
449,3151,3982,10740
7878,0,4307,1776
6833,12560,0,5095
2802,1758,16370,2235
7149,4241,4827,3273
1484,5208,4006,0
10674,3004,7995,3786
0,6356,0,7938
8912,0,0,0
3162,2996,5955,7374
358,0,3153,10942
0,4758,4188,7217
9740,7185,7777,1885
5418,0,0,0
8811,0,4891,4193
13159,6189,1783,512
2138,4321,1465,0
0,3206,0,0
1189,0,0,4983
6480,4532,2955,0
0,748,7488,4883
13672,2462,3738,0
4186,3094,12160,1334
0,5807,2083,0
0,469,2925,3096
3250,10505,0,0
5005,5711,4243,4897
5451,8114,0,5756
4557,1121,0,0
0,6121,18226,6156
0,0,9633,3857
525,5089,2207,9777
6274,6542,0,5995
3013,9160,4462,0
4402,5029,0,4798
7386,5306,6969,0
0,1766,10336,8299
1603,10331,2009,0
3280,2645,3770,0
1080,4480,0,3593
1831,3977,6531,4711
1374,0,0,1374
0,4344,3003,0
9955,0,4188,430
4301,2518,3980,4933
0,2154,3459,0
0,4169,5955,1338
0,0,4230,11867
3571,13078,9377,0
506,4184,4337,1106
6931,2448,3330,0
5123,3150,6947,1238
0,10472,0,0
0,3752,4551,5322
2768,0,2024,3716
2685,6730,5864,3498
17442,0,2452,5890
9659,7010,0,3563
1250,9656,0,9393
0,8565,4703,4343
4195,15843,8952,3644
0,2890,1820,12293
4748,0,3320,3723
0,1814,881,2542
0,6702,0,0
2255,4444,6565,4571
0,2315,5135,0
6739,0,0,8516
0,4130,991,8105
3632,0,4454,8808
3399,0,10934,0
5319,7817,0,4996
1321,5057,4232,0
0,0,7015,8665
454,0,0,5382
0,0,6355,8734
4563,296,0,0
2904,10535,0,13138
14269,0,0,8327
0,407,3401,0
4178,0,3924,9316
3915,11325,1739,940
